image_path,file_name,class_name,extension,file_size_kb,width,height,mode,format,is_valid,error_message
/content/drive/MyDrive/Calorify/dataset/burger/burger_428.jpg,burger_428.jpg,burger,.jpg,7.69,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_329.jpg,burger_329.jpg,burger,.jpg,7.86,225.0,225.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_158.jpg,burger_158.jpg,burger,.jpg,10.02,321.0,157.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_96.jpg,burger_96.jpg,burger,.jpg,7.45,194.0,259.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_69.jpg,burger_69.jpg,burger,.jpg,10.12,291.0,173.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_479.jpg,burger_479.jpg,burger,.jpg,9.79,198.0,255.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_77.jpg,burger_77.jpg,burger,.jpg,8.73,259.0,194.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_265.jpg,burger_265.jpg,burger,.jpg,8.15,235.0,214.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_154.jpg,burger_154.jpg,burger,.jpg,7.84,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_136.jpg,burger_136.jpg,burger,.jpg,6.71,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_178.jpg,burger_178.jpg,burger,.jpg,5.69,284.0,177.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_0.jpg,burger_0.jpg,burger,.jpg,7.92,276.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_95.jpg,burger_95.jpg,burger,.jpg,8.64,216.0,233.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_60.jpg,burger_60.jpg,burger,.jpg,6.33,225.0,225.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_25.jpg,burger_25.jpg,burger,.jpg,6.57,277.0,182.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_448 (1).jpg,burger_448 (1).jpg,burger,.jpg,9.64,255.0,198.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_423.jpg,burger_423.jpg,burger,.jpg,8.88,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_23.jpg,burger_23.jpg,burger,.jpg,7.0,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_193.jpg,burger_193.jpg,burger,.jpg,6.01,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_287.jpg,burger_287.jpg,burger,.jpg,9.71,300.0,168.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_268.jpg,burger_268.jpg,burger,.jpg,8.78,265.0,190.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_18.jpg,burger_18.jpg,burger,.jpg,9.72,276.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_99.jpg,burger_99.jpg,burger,.jpg,7.86,299.0,168.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_368.jpg,burger_368.jpg,burger,.jpg,17.91,277.0,182.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_360.jpg,burger_360.jpg,burger,.jpg,10.93,259.0,194.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_449.jpg,burger_449.jpg,burger,.jpg,10.16,265.0,190.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_108.jpg,burger_108.jpg,burger,.jpg,8.11,201.0,251.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_337.jpg,burger_337.jpg,burger,.jpg,7.57,190.0,266.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_74.jpg,burger_74.jpg,burger,.jpg,5.82,351.0,143.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_219.jpg,burger_219.jpg,burger,.jpg,12.38,303.0,166.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_455 (1).jpg,burger_455 (1).jpg,burger,.jpg,9.26,276.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_227.jpg,burger_227.jpg,burger,.jpg,6.65,266.0,190.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_157.jpg,burger_157.jpg,burger,.jpg,8.37,235.0,214.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_143.jpg,burger_143.jpg,burger,.jpg,10.7,371.0,136.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_172.jpg,burger_172.jpg,burger,.jpg,5.86,299.0,169.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_399.jpg,burger_399.jpg,burger,.jpg,7.51,310.0,163.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_104.jpg,burger_104.jpg,burger,.jpg,7.98,225.0,225.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_165.jpg,burger_165.jpg,burger,.jpg,7.76,260.0,194.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_464.jpg,burger_464.jpg,burger,.jpg,8.54,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_231.jpg,burger_231.jpg,burger,.jpg,2.66,100.0,100.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_264.jpg,burger_264.jpg,burger,.jpg,7.87,259.0,194.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_437.jpg,burger_437.jpg,burger,.jpg,12.6,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_90.jpg,burger_90.jpg,burger,.jpg,14.89,367.0,137.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_476.jpg,burger_476.jpg,burger,.jpg,10.93,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_397.jpg,burger_397.jpg,burger,.jpg,9.87,265.0,190.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_12.jpg,burger_12.jpg,burger,.jpg,8.63,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_177.jpg,burger_177.jpg,burger,.jpg,7.75,260.0,194.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_228.jpg,burger_228.jpg,burger,.jpg,3.31,100.0,100.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_370.jpg,burger_370.jpg,burger,.jpg,8.05,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_377.jpg,burger_377.jpg,burger,.jpg,7.5,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_274.jpg,burger_274.jpg,burger,.jpg,9.21,225.0,225.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_341.jpg,burger_341.jpg,burger,.jpg,7.95,183.0,275.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_175.jpg,burger_175.jpg,burger,.jpg,6.81,191.0,263.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_217.jpg,burger_217.jpg,burger,.jpg,9.78,225.0,225.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_444.jpg,burger_444.jpg,burger,.jpg,4.79,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_284.jpg,burger_284.jpg,burger,.jpg,15.19,225.0,225.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_94.jpg,burger_94.jpg,burger,.jpg,11.3,322.0,156.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_480.jpg,burger_480.jpg,burger,.jpg,9.2,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_361.jpg,burger_361.jpg,burger,.jpg,7.31,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_541.jpg,burger_541.jpg,burger,.jpg,9.52,225.0,224.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_117.jpg,burger_117.jpg,burger,.jpg,7.01,168.0,300.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_461.jpg,burger_461.jpg,burger,.jpg,16.06,183.0,276.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_362.jpg,burger_362.jpg,burger,.jpg,13.14,259.0,194.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_292.jpg,burger_292.jpg,burger,.jpg,13.68,300.0,168.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_179.jpg,burger_179.jpg,burger,.jpg,6.33,168.0,300.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_523.jpg,burger_523.jpg,burger,.jpg,11.42,263.0,192.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_78.jpg,burger_78.jpg,burger,.jpg,9.81,190.0,266.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_439.jpg,burger_439.jpg,burger,.jpg,6.99,183.0,275.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_194.jpg,burger_194.jpg,burger,.jpg,8.31,265.0,190.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_348.jpg,burger_348.jpg,burger,.jpg,6.69,214.0,235.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_199.jpg,burger_199.jpg,burger,.jpg,9.66,259.0,194.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_220.jpg,burger_220.jpg,burger,.jpg,9.67,224.0,224.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_68.jpg,burger_68.jpg,burger,.jpg,4.7,100.0,100.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_252.jpg,burger_252.jpg,burger,.jpg,7.24,183.0,275.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_394.jpg,burger_394.jpg,burger,.jpg,9.09,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_319.jpg,burger_319.jpg,burger,.jpg,13.18,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_16.jpg,burger_16.jpg,burger,.jpg,8.86,266.0,190.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_450.jpg,burger_450.jpg,burger,.jpg,7.58,276.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_365.jpg,burger_365.jpg,burger,.jpg,9.43,300.0,168.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_283.jpg,burger_283.jpg,burger,.jpg,8.95,190.0,265.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_62.jpg,burger_62.jpg,burger,.jpg,8.0,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_89.jpg,burger_89.jpg,burger,.jpg,9.11,263.0,192.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_526.jpg,burger_526.jpg,burger,.jpg,7.67,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_510.jpg,burger_510.jpg,burger,.jpg,8.63,300.0,168.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_174.jpg,burger_174.jpg,burger,.jpg,7.9,266.0,189.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_417.jpg,burger_417.jpg,burger,.jpg,8.45,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_327.jpg,burger_327.jpg,burger,.jpg,8.51,224.0,224.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_351.jpg,burger_351.jpg,burger,.jpg,9.38,262.0,193.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_168.jpg,burger_168.jpg,burger,.jpg,6.35,168.0,300.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_473.jpg,burger_473.jpg,burger,.jpg,6.83,183.0,275.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_186.jpg,burger_186.jpg,burger,.jpg,8.78,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_289.jpg,burger_289.jpg,burger,.jpg,5.53,198.0,255.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_169.jpg,burger_169.jpg,burger,.jpg,12.32,194.0,259.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_116.jpg,burger_116.jpg,burger,.jpg,16.18,248.0,203.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_225.jpg,burger_225.jpg,burger,.jpg,11.85,253.0,199.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_521.jpg,burger_521.jpg,burger,.jpg,10.72,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_251.jpg,burger_251.jpg,burger,.jpg,8.21,225.0,225.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_302.jpg,burger_302.jpg,burger,.jpg,13.39,300.0,168.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_171.jpg,burger_171.jpg,burger,.jpg,11.04,224.0,224.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_48.jpg,burger_48.jpg,burger,.jpg,6.7,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_187.jpg,burger_187.jpg,burger,.jpg,7.58,263.0,192.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_410 (1).jpg,burger_410 (1).jpg,burger,.jpg,6.62,266.0,189.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_409 (1).jpg,burger_409 (1).jpg,burger,.jpg,9.16,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_120.jpg,burger_120.jpg,burger,.jpg,6.92,297.0,170.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_103.jpg,burger_103.jpg,burger,.jpg,11.86,244.0,207.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_87.jpg,burger_87.jpg,burger,.jpg,7.41,224.0,224.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_190.jpg,burger_190.jpg,burger,.jpg,9.05,291.0,173.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_416.jpg,burger_416.jpg,burger,.jpg,9.6,278.0,182.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_537.jpg,burger_537.jpg,burger,.jpg,13.33,259.0,194.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_138.jpg,burger_138.jpg,burger,.jpg,8.46,225.0,225.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_434.jpg,burger_434.jpg,burger,.jpg,7.57,264.0,191.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_542.jpg,burger_542.jpg,burger,.jpg,8.58,299.0,168.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_162.jpg,burger_162.jpg,burger,.jpg,7.78,225.0,225.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_447.jpg,burger_447.jpg,burger,.jpg,9.64,265.0,190.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_258.jpg,burger_258.jpg,burger,.jpg,2.78,100.0,100.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_129.jpg,burger_129.jpg,burger,.jpg,9.06,269.0,188.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_234.jpg,burger_234.jpg,burger,.jpg,3.66,100.0,100.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_517.jpg,burger_517.jpg,burger,.jpg,8.5,294.0,171.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_248.jpg,burger_248.jpg,burger,.jpg,8.93,225.0,225.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_409.jpg,burger_409.jpg,burger,.jpg,9.16,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_543.jpg,burger_543.jpg,burger,.jpg,12.96,201.0,251.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_33.jpg,burger_33.jpg,burger,.jpg,6.84,265.0,190.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_34.jpg,burger_34.jpg,burger,.jpg,10.59,225.0,225.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_401.jpg,burger_401.jpg,burger,.jpg,10.25,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_294.jpg,burger_294.jpg,burger,.jpg,13.14,300.0,168.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_402.jpg,burger_402.jpg,burger,.jpg,9.23,251.0,201.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_152.jpg,burger_152.jpg,burger,.jpg,6.05,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_50.jpg,burger_50.jpg,burger,.jpg,13.76,266.0,190.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_128.jpg,burger_128.jpg,burger,.jpg,8.33,266.0,190.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_161.jpg,burger_161.jpg,burger,.jpg,8.17,225.0,225.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_446.jpg,burger_446.jpg,burger,.jpg,12.32,183.0,275.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_198.jpg,burger_198.jpg,burger,.jpg,10.94,225.0,225.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_315.jpg,burger_315.jpg,burger,.jpg,7.93,190.0,266.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_88.jpg,burger_88.jpg,burger,.jpg,6.54,267.0,189.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_467.jpg,burger_467.jpg,burger,.jpg,6.74,183.0,275.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_451 (1).jpg,burger_451 (1).jpg,burger,.jpg,11.29,255.0,198.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_280.jpg,burger_280.jpg,burger,.jpg,6.51,278.0,181.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_495.jpg,burger_495.jpg,burger,.jpg,3.02,100.0,100.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_438.jpg,burger_438.jpg,burger,.jpg,8.77,265.0,190.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_389.jpg,burger_389.jpg,burger,.jpg,5.14,298.0,169.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_304.jpg,burger_304.jpg,burger,.jpg,8.35,238.0,211.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_477.jpg,burger_477.jpg,burger,.jpg,8.62,263.0,192.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_160.jpg,burger_160.jpg,burger,.jpg,7.03,225.0,225.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_267.jpg,burger_267.jpg,burger,.jpg,7.63,225.0,225.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_411 (1).jpg,burger_411 (1).jpg,burger,.jpg,5.5,242.0,208.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_540.jpg,burger_540.jpg,burger,.jpg,10.26,256.0,197.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_419.jpg,burger_419.jpg,burger,.jpg,5.21,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_31.jpg,burger_31.jpg,burger,.jpg,5.93,284.0,177.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_254.jpg,burger_254.jpg,burger,.jpg,8.99,300.0,168.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_22.jpg,burger_22.jpg,burger,.jpg,6.27,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_494.jpg,burger_494.jpg,burger,.jpg,8.2,275.0,183.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_278.jpg,burger_278.jpg,burger,.jpg,6.3,183.0,275.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_410.jpg,burger_410.jpg,burger,.jpg,6.62,266.0,189.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_534.jpg,burger_534.jpg,burger,.jpg,10.53,311.0,162.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_272.jpg,burger_272.jpg,burger,.jpg,7.29,257.0,196.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_454 (1).jpg,burger_454 (1).jpg,burger,.jpg,13.49,259.0,194.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_518.jpg,burger_518.jpg,burger,.jpg,11.06,259.0,194.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_70.jpg,burger_70.jpg,burger,.jpg,8.87,201.0,251.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_448.jpg,burger_448.jpg,burger,.jpg,9.64,255.0,198.0,RGB,JPEG,True,
/content/drive/MyDrive/Calorify/dataset/burger/burger_216.jpg,burger_216.jpg,burger,.jpg,10.64,247.0,204.0,RGB,JPEG,True,
